"country" "taxRich" "religiousLaw" "freeElection" "helpUnemp" "armyTakesOver" "civilRights" "equalIncome" "obeyRulers" "genderEquality" "importance"
"8164" "Estonia" 9 2 8 9 2 9 5 4 9 8
"8165" "Georgia" 2 2 10 9 7 7 7 9 9 10
"8166" "Germany" 3 1 10 10 5 8 8 1 10 5
"8167" "Kazakhstan" 5 4 8 8 8 8 5 5 9 10
"8168" "Netherlands" 8 2 8 9 2 7 8 8 10 7
"8169" "Poland" 10 8 10 8 8 10 1 3 10 6
"8170" "Romania" 9 6 10 8 1 10 10 10 10 10
"8171" "Russia" 6 5 9 10 5 9 7 7 9 10
"8172" "Slovenia" 8 5 8 7 4 8 9 5 9 9
"8173" "Spain" 4 1 10 5 1 10 5 5 10 7
"8174" "Sweden" 4 1 9 5 1 8 3 3 10 10
"8175" "Turkey" 8 3 9 8 7 10 10 9 7 10
"8176" "Ukraine" 10 1 10 10 1 10 10 10 10 5
"8177" "Belarus" 7 3 10 9 1 10 7 3 10 10
"8178" "Estonia" 5 2 2 2 2 8 8 1 8 10
"8179" "Georgia" 1 2 10 10 1 10 1 10 10 10
"8180" "Germany" 6 3 8 6 7 8 7 5 9 8
"8181" "Kazakhstan" 10 10 10 10 10 10 10 10 10 10
"8182" "Netherlands" 7 3 9 6 1 8 7 7 10 8
"8183" "Poland" 6 1 10 8 10 6 3 1 10 8
"8184" "Romania" 10 10 10 10 10 10 10 10 2 1
"8185" "Russia" 5 3 3 3 6 4 3 8 7 3
"8186" "Slovenia" 7 1 8 8 1 8 5 5 7 8
"8187" "Spain" 2 1 10 6 1 10 1 5 10 9
"8188" "Sweden" 8 1 10 5 1 10 1 1 10 10
"8189" "Turkey" 7 8 9 9 10 9 9 9 9 6
"8190" "Ukraine" 10 10 10 10 6 10 10 10 5 10
"8191" "Belarus" 4 2 10 7 5 8 8 4 9 10
"8192" "Estonia" 10 1 10 10 1 10 10 1 10 10
"8193" "Georgia" 5 7 6 7 6 5 4 8 7 9
"8194" "Germany" 10 1 10 10 1 10 10 1 10 10
"8195" "Kazakhstan" 1 1 10 10 1 10 10 10 10 10
"8196" "Netherlands" 1 1 5 10 1 10 8 1 10 10
"8197" "Poland" 2 1 10 5 1 10 5 1 10 8
"8198" "Romania" 7 4 1 10 5 10 5 1 10 10
"8199" "Russia" 10 1 10 10 1 9 10 3 10 6
"8200" "Slovenia" 7 1 8 8 2 9 7 7 9 9
"8201" "Spain" 10 3 10 10 3 10 10 5 10 8
"8202" "Sweden" 7 1 10 9 1 10 2 2 10 10
"8203" "Turkey" 10 10 10 10 10 10 10 10 10 9
"8204" "Ukraine" 10 10 10 10 10 10 10 8 10 10
"8205" "Belarus" 5 1 10 5 1 10 5 3 10 10
"8206" "Estonia" 4 1 10 6 3 9 8 5 10 9
"8207" "Georgia" 9 2 9 9 2 9 2 2 9 10
"8208" "Germany" 10 1 10 5 1 10 10 1 10 10
"8209" "Kazakhstan" 10 1 10 10 5 10 10 10 10 5
"8210" "Netherlands" 7 2 8 8 1 8 6 3 10 10
"8211" "Poland" 7 3 9 8 4 10 3 2 10 10
"8212" "Romania" 10 6 10 10 1 2 10 1 10 10
"8213" "Russia" 9 1 10 7 1 10 9 8 10 10
"8214" "Slovenia" 5 1 10 10 1 10 9 5 10 10
"8215" "Spain" 5 10 10 7 7 5 9 10 7 10
"8216" "Sweden" 8 1 10 7 1 4 2 1 10 10
"8217" "Turkey" 10 10 10 10 10 10 10 10 10 7
"8218" "Ukraine" 4 1 10 9 2 9 9 3 9 9
"8219" "Belarus" 5 7 10 5 1 5 4 1 10 9
"8220" "Estonia" 5 5 5 5 5 5 5 5 1 5
"8221" "Georgia" 7 3 8 8 1 4 4 2 9 6
"8222" "Germany" 9 1 10 10 1 10 6 1 10 10
"8223" "Kazakhstan" 6 6 10 10 6 10 6 8 10 10
"8224" "Netherlands" 5 5 5 5 6 5 5 4 5 8
"8225" "Poland" 5 2 10 5 1 10 1 1 10 10
"8226" "Romania" 7 2 9 7 5 9 7 1 9 10
"8227" "Russia" 10 1 10 9 5 9 7 8 10 10
"8228" "Slovenia" 4 3 9 9 5 7 5 5 6 7
"8229" "Spain" 6 1 10 10 1 10 10 10 10 10
"8230" "Sweden" 6 1 10 8 1 10 2 3 10 10
"8231" "Turkey" 10 8 9 7 6 5 7 6 5 9
"8232" "Ukraine" 10 2 9 9 9 9 10 6 9 10
"8233" "Belarus" 10 5 5 8 9 5 5 8 10 8
"8234" "Estonia" 8 3 7 9 6 7 8 5 5 6
"8235" "Georgia" 9 2 10 10 9 10 10 10 10 10
"8236" "Germany" 1 8 1 3 5 6 4 3 1 10
"8237" "Kazakhstan" 5 7 5 8 7 6 5 6 9 10
"8238" "Netherlands" 7 5 10 8 5 10 5 5 5 10
"8239" "Poland" 5 5 10 10 1 10 5 5 10 10
"8240" "Romania" 7 5 10 10 8 9 6 9 10 8
"8241" "Russia" 7 2 9 10 4 9 8 3 9 8
"8242" "Slovenia" 8 1 10 9 2 9 8 2 10 10
"8243" "Spain" 10 1 10 10 1 10 9 7 10 9
"8244" "Sweden" 1 1 10 1 1 10 1 1 10 10
"8245" "Turkey" 7 7 8 8 7 9 9 9 7 10
"8246" "Ukraine" 8 6 10 10 5 5 8 6 10 10
"8247" "Belarus" 8 3 10 8 1 9 4 7 10 10
"8248" "Estonia" 9 6 6 9 4 8 9 3 10 10
"8249" "Georgia" 6 2 8 8 6 4 5 6 9 7
"8250" "Germany" 5 1 10 10 1 10 1 1 10 10
"8251" "Kazakhstan" 5 2 8 7 2 7 7 7 9 9
"8252" "Netherlands" 10 1 1 10 10 10 10 1 10 6
"8253" "Poland" 8 7 10 8 8 8 8 8 8 8
"8254" "Romania" 4 10 3 10 1 10 1 1 10 10
"8255" "Russia" 3 7 10 10 10 10 10 4 10 6
"8256" "Slovenia" 5 3 8 8 5 5 4 3 9 10
"8257" "Spain" 10 10 10 10 1 9 8 7 10 10
"8258" "Sweden" 8 1 8 8 5 9 2 2 8 10
"8259" "Turkey" 10 10 10 10 10 10 10 10 10 7
"8260" "Ukraine" 2 1 10 10 2 10 8 5 10 10
"8261" "Belarus" 5 5 8 7 5 5 4 5 5 5
"8262" "Estonia" 5 1 10 10 5 10 10 6 10 10
"8263" "Georgia" 3 4 5 4 3 4 5 6 5 5
"8264" "Germany" 9 3 10 10 1 10 4 3 10 10
"8265" "Kazakhstan" 10 9 9 9 2 8 10 10 9 8
"8266" "Netherlands" 8 2 10 9 1 9 4 1 10 10
"8267" "Poland" 1 1 10 10 9 9 1 1 1 9
"8268" "Romania" 3 1 10 10 10 10 1 1 10 10
"8269" "Russia" 8 7 9 8 6 8 7 7 8 8
"8270" "Slovenia" 1 1 8 8 1 10 10 4 10 10
"8271" "Spain" 7 2 5 7 3 5 5 5 8 8
"8272" "Sweden" 5 1 10 7 1 10 2 1 10 10
"8273" "Turkey" 9 8 8 8 7 8 7 6 9 7
"8274" "Ukraine" 4 5 9 7 7 7 6 6 6 10
"8275" "Belarus" 7 5 8 6 5 7 6 5 6 6
"8276" "Estonia" 10 3 9 10 2 9 5 2 9 9
"8277" "Georgia" 2 3 2 2 3 2 4 4 5 6
"8278" "Germany" 8 2 10 10 1 10 6 1 10 10
"8279" "Kazakhstan" 8 4 10 10 8 10 10 8 10 10
"8280" "Netherlands" 8 1 9 9 2 9 6 3 10 9
"8281" "Poland" 6 1 4 2 7 8 4 2 10 7
"8282" "Romania" 2 1 9 9 1 9 7 9 9 10
"8283" "Russia" 10 3 9 9 2 8 8 9 10 8
"8284" "Slovenia" 8 2 8 8 2 8 8 2 8 8
"8285" "Spain" 8 3 8 10 1 10 10 10 10 10
"8286" "Sweden" 10 1 10 10 1 10 3 3 10 10
"8287" "Turkey" 8 1 9 9 2 8 7 2 8 7
"8288" "Ukraine" 7 1 9 5 1 10 8 1 8 9
"8289" "Belarus" 5 5 5 5 5 5 5 5 5 10
"8290" "Estonia" 10 6 10 10 1 8 10 1 10 8
"8291" "Georgia" 10 5 5 5 5 5 5 5 7 5
"8292" "Germany" 8 6 7 8 8 6 2 9 9 8
"8293" "Kazakhstan" 3 2 10 6 4 7 2 2 9 9
"8294" "Netherlands" 10 1 10 10 1 10 6 1 10 10
"8295" "Poland" 5 1 4 10 7 6 5 4 10 7
"8296" "Romania" 5 5 5 5 5 5 5 5 5 6
"8297" "Russia" 3 4 10 5 3 7 8 4 10 10
"8298" "Slovenia" 5 1 9 5 1 9 1 1 9 7
"8299" "Spain" 6 5 7 8 7 5 7 6 5 7
"8300" "Sweden" 7 1 10 7 1 10 3 5 10 10
"8301" "Turkey" 8 10 6 10 10 5 9 8 7 10
"8302" "Ukraine" 8 5 3 8 8 4 8 8 6 5
"8303" "Belarus" 8 1 10 8 2 10 7 1 7 10
"8304" "Estonia" 3 1 10 8 1 5 2 2 9 10
"8305" "Georgia" 8 5 5 9 4 5 6 5 8 8
"8306" "Germany" 5 1 5 5 1 3 3 1 10 10
"8307" "Kazakhstan" 1 2 3 2 2 2 3 2 2 8
"8308" "Netherlands" 7 1 10 9 1 9 8 1 10 10
"8309" "Poland" 7 1 9 6 4 10 7 1 10 10
"8310" "Romania" 6 1 10 10 1 10 3 7 10 10
"8311" "Russia" 8 3 8 9 3 7 9 8 10 8
"8312" "Slovenia" 7 1 10 10 1 10 7 10 10 10
"8313" "Spain" 7 1 10 8 1 10 6 7 10 8
"8314" "Sweden" 5 1 10 10 1 10 5 5 10 9
"8315" "Turkey" 10 1 10 10 10 10 10 10 10 9
"8316" "Ukraine" 7 6 5 7 3 8 5 3 8 6
"8317" "Belarus" 5 1 10 10 1 10 5 1 10 10
"8318" "Estonia" 8 3 10 9 2 7 6 6 9 9
"8319" "Georgia" 2 2 10 9 2 6 10 3 10 10
"8320" "Germany" 2 1 10 1 2 10 1 8 10 8
"8321" "Kazakhstan" 1 2 10 1 1 10 9 1 10 9
"8322" "Netherlands" 8 5 8 8 5 8 8 8 8 8
"8323" "Poland" 3 3 10 9 2 9 10 1 10 9
"8324" "Romania" 9 6 6 9 9 9 9 9 9 10
"8325" "Russia" 8 2 10 10 2 10 10 4 10 9
"8326" "Slovenia" 4 1 9 7 1 8 6 7 6 6
"8327" "Spain" 10 1 10 10 1 10 7 4 10 10
"8328" "Sweden" 5 1 10 7 1 5 5 5 10 10
"8329" "Turkey" 6 10 10 10 10 10 10 10 10 10
"8330" "Ukraine" 7 7 10 10 7 8 7 6 10 10
"8331" "Belarus" 6 6 4 6 4 5 7 5 6 10
"8332" "Estonia" 10 10 10 10 1 9 9 1 10 4
"8333" "Georgia" 6 3 9 9 2 10 6 9 10 10
"8334" "Germany" 1 1 10 7 1 1 10 1 10 10
"8335" "Kazakhstan" 10 10 10 10 1 1 9 4 10 8
"8336" "Netherlands" 1 1 10 1 6 6 1 1 10 4
"8337" "Poland" 7 1 9 8 6 5 7 8 7 10
"8338" "Romania" 5 5 10 10 1 10 10 5 10 10
"8339" "Russia" 9 1 10 8 5 9 10 10 10 10
"8340" "Slovenia" 7 1 10 9 5 10 7 6 10 10
"8341" "Spain" 7 5 9 8 6 10 7 8 10 10
"8342" "Sweden" 5 1 10 5 2 8 4 2 9 10
"8343" "Turkey" 5 1 8 8 1 9 9 8 9 8
"8344" "Ukraine" 9 5 9 8 3 9 10 9 10 8
"8345" "Belarus" 3 2 8 7 2 7 7 5 5 8
"8346" "Estonia" 1 1 2 2 10 3 3 3 1 4
"8347" "Georgia" 8 8 8 8 8 8 8 8 8 7
"8348" "Germany" 3 1 7 8 1 8 3 4 1 4
"8349" "Kazakhstan" 1 1 8 10 5 10 10 5 10 10
"8350" "Netherlands" 10 1 10 9 1 10 5 8 10 10
"8351" "Poland" 1 1 9 8 10 10 1 5 10 10
"8352" "Romania" 10 10 10 10 10 10 4 10 10 10
"8353" "Russia" 10 1 10 10 1 10 9 2 10 7
"8354" "Slovenia" 9 4 8 8 3 5 7 5 10 6
"8355" "Spain" 8 4 5 6 1 10 5 5 6 10
"8356" "Sweden" 10 5 10 7 5 5 7 3 10 8
"8357" "Turkey" 7 7 8 6 1 8 10 8 10 7
"8358" "Ukraine" 8 2 9 10 6 9 9 6 10 7
"8359" "Belarus" 5 4 6 4 6 4 6 5 5 10
"8360" "Estonia" 10 1 10 10 1 10 6 6 6 10
"8361" "Georgia" 3 6 4 5 3 4 3 5 4 5
"8362" "Germany" 5 1 10 4 1 5 10 1 10 10
"8363" "Kazakhstan" 10 10 10 10 10 10 10 10 10 7
"8364" "Netherlands" 6 1 1 7 1 1 7 1 10 9
"8365" "Poland" 10 8 10 10 10 8 8 8 10 10
"8366" "Romania" 3 4 8 7 6 6 7 6 9 9
"8367" "Russia" 7 3 2 5 4 5 6 7 6 6
"8368" "Slovenia" 3 2 8 8 1 6 5 6 9 9
"8369" "Spain" 8 1 10 10 8 10 8 8 10 10
"8370" "Sweden" 3 1 10 3 1 10 1 2 10 10
"8371" "Turkey" 10 9 10 7 10 10 10 10 10 8
"8372" "Ukraine" 4 4 10 7 8 10 10 9 10 10
"8373" "Belarus" 1 1 10 10 1 10 10 3 10 10
"8374" "Estonia" 10 3 10 8 1 10 10 7 9 10
"8375" "Georgia" 10 10 10 10 1 7 7 8 5 10
"8376" "Germany" 8 1 1 2 1 9 4 1 9 10
"8377" "Kazakhstan" 9 9 10 9 10 10 9 10 10 10
"8378" "Netherlands" 1 1 8 4 1 9 2 8 10 10
"8379" "Poland" 10 1 10 10 1 10 10 2 10 10
"8380" "Romania" 8 4 10 10 2 10 5 7 10 10
"8381" "Russia" 1 6 10 10 10 10 2 2 2 2
"8382" "Slovenia" 10 1 10 10 1 10 10 10 10 10
"8383" "Spain" 7 2 10 9 1 10 6 9 10 10
"8384" "Sweden" 7 1 9 9 1 9 6 2 10 10
"8385" "Turkey" 4 3 4 3 4 3 4 4 3 8
"8386" "Ukraine" 10 3 10 10 6 10 10 1 10 10
"8387" "Belarus" 5 5 5 5 5 5 5 5 5 7
"8388" "Estonia" 8 6 8 9 4 9 6 5 8 7
"8389" "Georgia" 1 1 10 10 10 10 1 1 10 10
"8390" "Germany" 10 1 10 10 1 8 10 4 10 9
"8391" "Kazakhstan" 8 2 9 8 5 9 7 8 9 10
"8392" "Netherlands" 6 5 5 6 6 6 6 5 6 7
"8393" "Poland" 5 7 7 7 4 8 8 8 8 5
"8394" "Romania" 8 2 8 8 8 8 8 8 8 9
"8395" "Russia" 5 6 6 5 5 5 5 6 5 6
"8396" "Slovenia" 7 3 9 9 3 7 6 3 9 9
"8397" "Spain" 5 1 10 5 1 10 6 5 10 8
"8398" "Sweden" 7 1 9 3 1 9 1 3 10 8
"8399" "Turkey" 10 8 9 10 1 7 10 9 9 8
"8400" "Ukraine" 7 5 9 10 5 9 10 5 5 2
"8401" "Belarus" 7 3 8 8 8 8 3 8 6 7
"8402" "Estonia" 5 2 9 10 2 7 2 3 10 9
"8403" "Georgia" 1 1 9 9 1 9 3 8 10 9
"8404" "Germany" 10 6 6 5 10 8 10 8 10 8
"8405" "Kazakhstan" 7 2 10 2 2 10 7 5 10 10
"8406" "Netherlands" 3 5 5 8 2 5 8 5 8 9
"8407" "Poland" 1 1 10 7 1 10 8 1 10 10
"8408" "Romania" 10 1 10 1 1 10 1 10 10 10
"8409" "Russia" 8 7 9 10 6 5 9 6 10 8
"8410" "Slovenia" 8 1 3 7 1 10 10 1 9 7
"8411" "Spain" 5 7 6 5 7 7 5 5 6 10
"8412" "Sweden" 8 1 10 10 2 10 3 6 10 10
"8413" "Turkey" 2 10 10 10 10 10 5 10 10 10
"8414" "Ukraine" 8 4 2 8 5 8 2 5 8 10
"8415" "Belarus" 6 6 6 6 6 6 6 6 6 6
"8416" "Estonia" 9 1 10 10 1 10 10 6 10 8
"8417" "Georgia" 2 3 3 4 3 3 3 4 3 4
"8418" "Germany" 10 3 10 10 7 8 7 3 6 10
"8419" "Kazakhstan" 10 5 10 10 10 10 10 10 10 10
"8420" "Netherlands" 4 4 10 5 2 10 3 8 10 10
"8421" "Poland" 7 6 10 4 1 10 4 2 10 10
"8422" "Romania" 2 2 10 10 2 10 2 2 10 5
"8423" "Russia" 10 7 6 9 6 7 6 8 8 6
"8424" "Slovenia" 1 1 10 10 1 5 5 10 10 10
"8425" "Spain" 9 7 10 10 5 10 10 10 10 7
"8426" "Sweden" 2 1 9 4 3 9 1 3 10 9
"8427" "Turkey" 5 4 10 10 4 10 4 4 10 9
"8428" "Ukraine" 10 1 10 10 1 10 10 10 10 10
"8429" "Belarus" 10 9 8 10 1 9 9 9 10 10
"8430" "Estonia" 8 5 10 9 3 10 10 3 10 10
"8431" "Georgia" 7 5 7 4 7 6 7 6 10 10
"8432" "Germany" 6 1 10 10 1 10 7 1 10 10
"8433" "Kazakhstan" 10 1 10 10 1 10 10 5 10 10
"8434" "Netherlands" 7 3 10 9 1 10 3 5 10 9
"8435" "Poland" 6 1 2 9 1 5 8 9 9 10
"8436" "Romania" 10 1 10 10 10 10 10 10 10 10
"8437" "Russia" 5 8 3 3 1 5 5 7 5 8
"8438" "Slovenia" 3 3 3 3 3 3 3 3 3 10
"8439" "Spain" 5 1 10 6 2 10 6 4 10 8
"8440" "Sweden" 7 1 5 7 1 1 6 5 10 9
"8441" "Turkey" 6 5 6 6 7 7 6 6 6 8
"8442" "Ukraine" 10 1 10 10 8 10 10 1 10 10
"8443" "Belarus" 4 5 5 4 6 4 4 4 4 4
"8444" "Estonia" 4 1 1 7 1 10 7 6 4 5
"8445" "Georgia" 1 1 10 10 1 10 1 4 10 10
"8446" "Germany" 1 1 3 9 1 9 4 1 10 10
"8447" "Kazakhstan" 8 3 2 9 1 10 9 8 9 9
"8448" "Netherlands" 8 1 8 10 1 10 6 1 10 10
"8449" "Poland" 7 3 3 3 8 8 8 6 8 9
"8450" "Romania" 1 1 10 1 1 10 1 1 10 10
"8451" "Russia" 1 1 10 1 1 10 5 1 10 10
"8452" "Slovenia" 10 10 10 10 10 10 10 10 10 6
"8453" "Spain" 8 7 6 8 3 7 7 8 9 6
"8454" "Sweden" 8 5 9 8 3 6 3 2 9 9
"8455" "Turkey" 5 1 10 4 1 10 5 1 10 10
"8456" "Ukraine" 9 4 10 7 4 6 8 8 9 10
"8457" "Belarus" 6 5 9 8 7 5 6 6 7 8
"8458" "Estonia" 8 4 10 10 2 9 6 1 10 9
"8459" "Georgia" 1 1 8 8 3 7 3 2 9 9
"8460" "Germany" 9 5 10 8 4 8 10 5 10 9
"8461" "Kazakhstan" 10 10 10 5 8 10 10 10 10 10
"8462" "Netherlands" 8 2 10 8 1 9 2 5 10 9
"8463" "Poland" 7 5 8 8 3 8 5 8 10 9
"8464" "Romania" 10 10 10 10 10 10 10 10 1 10
"8465" "Russia" 8 3 10 9 6 9 8 4 4 8
"8466" "Slovenia" 5 2 5 9 2 8 5 5 9 10
"8467" "Spain" 9 9 10 10 9 10 9 9 10 9
"8468" "Sweden" 7 5 8 8 6 9 3 3 10 9
"8469" "Turkey" 8 4 4 5 5 5 10 5 10 7
"8470" "Ukraine" 5 1 7 7 3 8 8 5 8 6
"8471" "Belarus" 7 1 10 9 7 10 10 9 10 10
"8472" "Estonia" 9 6 10 8 3 8 7 3 9 10
"8473" "Georgia" 5 5 5 5 5 5 5 5 5 9
"8474" "Germany" 1 1 10 6 1 6 1 1 1 6
"8475" "Kazakhstan" 10 1 10 10 1 10 7 5 10 4
"8476" "Netherlands" 5 1 1 6 4 4 6 3 8 10
"8477" "Poland" 5 4 5 7 5 2 4 5 5 4
"8478" "Romania" 1 1 9 10 10 10 10 10 10 10
"8479" "Russia" 8 6 5 5 4 6 6 4 7 8
"8480" "Slovenia" 1 1 5 5 1 6 6 6 1 5
"8481" "Spain" 2 8 9 1 7 8 7 9 10 9
"8482" "Sweden" 10 1 10 10 1 10 1 1 10 10
"8483" "Turkey" 10 2 10 10 5 9 9 4 10 10
"8484" "Ukraine" 8 6 7 9 9 9 9 7 7 8
"8485" "Belarus" 7 6 8 7 5 6 7 6 6 7
"8486" "Estonia" 5 2 9 7 8 8 8 1 10 10
"8487" "Georgia" 1 1 9 9 1 7 7 1 9 9
"8488" "Germany" 10 3 10 10 5 5 10 5 10 10
"8489" "Kazakhstan" 8 1 8 8 1 10 1 1 8 10
"8490" "Netherlands" 9 2 6 7 1 7 1 5 8 10
"8491" "Poland" 6 4 10 8 1 10 6 4 10 10
"8492" "Romania" 1 5 10 10 4 10 1 1 10 10
"8493" "Russia" 2 5 8 8 1 6 7 8 8 10
"8494" "Slovenia" 2 3 6 7 2 3 1 1 2 3
"8495" "Spain" 10 1 10 7 6 10 7 7 10 6
"8496" "Sweden" 5 5 6 9 8 8 5 5 10 5
"8497" "Turkey" 1 1 9 8 1 1 9 2 10 9
"8498" "Ukraine" 4 2 10 6 2 10 7 8 9 9
"8499" "Belarus" 2 2 9 5 4 8 7 3 5 4
"8500" "Estonia" 4 5 4 7 6 5 6 7 8 7
"8501" "Georgia" 2 4 10 10 1 4 5 4 9 7
"8502" "Germany" 3 6 10 10 4 4 1 1 10 9
"8503" "Kazakhstan" 10 10 10 10 10 10 10 10 10 10
"8504" "Netherlands" 6 3 6 6 2 6 8 3 10 8
"8505" "Poland" 5 5 9 4 5 8 3 5 6 8
"8506" "Romania" 5 8 9 3 9 8 7 1 8 9
"8507" "Russia" 5 6 5 6 6 5 4 5 5 6
"8508" "Slovenia" 8 3 8 8 3 9 4 3 10 4
"8509" "Spain" 7 7 6 8 3 8 8 6 8 6
"8510" "Sweden" 7 1 10 6 1 10 6 4 10 10
"8511" "Turkey" 6 7 6 5 7 6 5 7 6 4
"8512" "Ukraine" 8 3 9 9 5 10 10 6 10 8
"8513" "Belarus" 10 1 10 5 2 10 8 10 10 10
"8514" "Estonia" 4 1 10 9 1 3 8 1 10 9
"8515" "Georgia" 5 4 10 7 2 7 2 1 9 10
"8516" "Germany" 7 1 10 10 1 10 5 2 10 9
"8517" "Kazakhstan" 5 8 5 8 5 7 7 5 9 6
"8518" "Netherlands" 6 2 9 4 2 9 6 6 9 10
"8519" "Poland" 10 7 5 6 5 5 7 8 8 10
"8520" "Romania" 10 10 10 10 10 10 10 10 10 10
"8521" "Russia" 10 1 10 10 6 9 10 10 10 10
"8522" "Slovenia" 10 1 10 3 2 10 10 4 10 5
"8523" "Spain" 10 10 10 10 1 10 10 10 10 10
"8524" "Sweden" 3 1 10 1 1 10 1 1 10 10
"8525" "Turkey" 10 1 10 10 1 10 10 1 10 10
"8526" "Ukraine" 2 3 1 2 6 1 9 3 1 3
"8527" "Belarus" 5 3 9 9 4 7 5 7 8 8
"8528" "Estonia" 3 1 10 10 5 10 5 1 10 10
"8529" "Georgia" 1 7 7 10 4 8 4 6 10 9
"8530" "Germany" 4 5 4 9 6 5 2 6 7 3
"8531" "Kazakhstan" 7 5 5 5 5 5 5 5 5 7
"8532" "Netherlands" 7 7 5 5 5 5 5 5 6 8
"8533" "Poland" 1 1 10 1 1 10 1 1 10 10
"8534" "Romania" 10 1 10 10 10 10 10 10 10 5
"8535" "Russia" 10 6 10 10 1 10 10 10 10 8
"8536" "Slovenia" 7 1 9 7 1 7 9 9 9 10
"8537" "Spain" 6 3 9 9 2 9 4 2 10 8
"8538" "Sweden" 8 1 9 8 1 8 3 4 10 10
"8539" "Turkey" 8 8 8 10 1 8 8 7 10 10
"8540" "Ukraine" 2 3 7 6 3 8 7 8 8 5
"8541" "Belarus" 2 1 10 5 1 10 3 8 8 7
"8542" "Estonia" 9 1 10 10 1 10 10 1 10 10
"8543" "Georgia" 10 1 10 5 5 10 10 10 10 10
"8544" "Germany" 10 1 10 10 1 10 8 1 10 10
"8545" "Kazakhstan" 7 1 9 9 1 9 8 9 10 9
"8546" "Netherlands" 8 1 10 8 1 5 4 4 10 10
"8547" "Poland" 6 2 10 8 1 6 4 8 6 10
"8548" "Romania" 10 10 10 10 10 10 6 10 10 10
"8549" "Russia" 4 3 10 8 1 10 3 5 10 10
"8550" "Slovenia" 10 1 9 8 1 9 9 2 10 5
"8551" "Spain" 7 1 10 10 1 10 7 7 10 10
"8552" "Sweden" 4 5 4 6 4 5 4 5 5 7
"8553" "Turkey" 7 8 9 8 9 7 9 9 7 8
"8554" "Ukraine" 10 1 10 10 10 10 10 10 10 10
"8555" "Belarus" 8 8 10 10 9 10 6 9 10 10
"8556" "Estonia" 7 1 10 6 1 10 7 7 10 9
"8557" "Georgia" 3 2 10 8 1 9 8 2 8 10
"8558" "Germany" 8 8 9 9 5 5 5 5 1 10
"8559" "Kazakhstan" 2 2 2 7 1 7 6 3 9 10
"8560" "Netherlands" 6 1 10 8 1 10 3 3 10 10
"8561" "Poland" 5 5 5 10 5 5 5 5 5 9
"8562" "Romania" 5 5 9 9 1 9 2 3 9 10
"8563" "Russia" 8 7 6 4 8 8 6 5 4 8
"8564" "Slovenia" 9 4 10 10 3 8 8 8 9 10
"8565" "Spain" 10 3 3 6 4 7 8 8 7 10
"8566" "Sweden" 4 1 3 5 2 6 1 1 10 8
"8567" "Turkey" 10 2 10 10 5 10 10 4 10 10
"8568" "Ukraine" 6 6 9 9 1 4 5 5 10 10
"8569" "Belarus" 5 6 1 5 5 9 8 5 6 10
"8570" "Estonia" 8 5 9 9 9 9 8 8 8 8
"8571" "Georgia" 4 7 1 3 10 8 1 10 10 10
"8572" "Germany" 4 1 10 6 1 10 6 1 10 10
"8573" "Kazakhstan" 9 7 10 10 5 10 10 5 10 10
"8574" "Netherlands" 3 1 10 3 1 10 3 1 10 10
"8575" "Poland" 10 1 10 9 1 10 2 3 10 10
"8576" "Romania" 10 5 10 10 10 10 10 10 10 10
"8577" "Russia" 1 1 6 10 6 1 1 7 5 5
"8578" "Slovenia" 2 2 10 10 1 10 2 2 10 7
"8579" "Spain" 8 1 8 9 1 7 9 6 7 10
"8580" "Sweden" 8 1 10 9 1 10 1 1 1 10
"8581" "Turkey" 8 5 10 10 2 10 10 5 1 10
"8582" "Ukraine" 5 3 8 5 3 7 5 3 5 5
"8583" "Belarus" 6 2 10 10 1 10 10 3 9 10
"8584" "Estonia" 5 6 6 6 6 5 5 6 6 1
"8585" "Georgia" 6 2 10 9 3 9 7 9 10 10
"8586" "Germany" 3 1 10 8 1 10 8 1 10 10
"8587" "Kazakhstan" 4 4 8 8 2 5 8 8 8 7
"8588" "Netherlands" 7 2 8 5 2 9 9 8 9 9
"8589" "Poland" 5 3 10 7 2 10 2 1 10 10
"8590" "Romania" 7 1 10 10 1 10 10 10 10 7
"8591" "Russia" 8 7 7 8 3 6 10 4 10 6
"8592" "Slovenia" 1 4 1 8 7 3 3 5 8 2
"8593" "Spain" 6 2 10 9 1 10 3 8 10 7
"8594" "Sweden" 8 1 10 8 2 9 8 3 10 10
"8595" "Turkey" 8 7 7 8 8 7 10 6 8 8
"8596" "Ukraine" 5 5 8 8 8 6 6 4 10 10
"8597" "Belarus" 8 1 10 10 1 10 6 1 10 10
"8598" "Estonia" 8 4 9 9 2 5 8 4 7 7
"8599" "Georgia" 8 6 10 10 5 9 9 4 9 9
"8600" "Germany" 8 1 10 8 1 10 1 1 10 10
"8601" "Kazakhstan" 10 1 10 10 1 10 10 10 10 10
"8602" "Netherlands" 3 1 8 2 1 6 5 7 10 8
"8603" "Poland" 10 1 10 4 4 10 10 10 10 10
"8604" "Romania" 8 1 10 8 10 10 10 10 10 6
"8605" "Russia" 10 6 10 10 9 9 7 8 9 8
"8606" "Slovenia" 10 1 8 9 6 9 9 8 10 8
"8607" "Spain" 10 10 10 10 1 10 10 10 10 10
"8608" "Sweden" 4 1 6 6 3 7 5 1 10 10
"8609" "Turkey" 7 5 10 10 1 10 9 1 5 10
"8610" "Ukraine" 5 6 10 8 8 8 8 6 10 9
"8611" "Belarus" 6 5 8 6 5 6 7 5 5 8
